col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49
2.216865,-0.396723,0.14189,0.451219,0.220133,-1.158694,0.589165,-0.320577,-1.11953,0.538454,-0.325017,-0.645941,-0.719565,-0.581659,-0.115374,-0.336856,1.252301,-1.266446,-0.495835,0.895301,0.119099,2.717076,0.777609,-0.401889,-0.101501,-0.386184,-0.124602,-0.384849,-1.368536,-0.351696,1.941332,0.433443,0.757779,0.530931,3.248553,-1.042545,-0.936109,-1.222973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.051764,-0.40729,0.197643,0.019268,0.672013,-0.830576,0.08214,-0.331164,-0.362641,0.223018,-1.989967,0.530493,-0.537805,-0.060313,-0.163196,-0.336856,0.003122,0.821155,-0.132906,0.371146,0.119099,0.899302,-1.168937,-0.412636,-0.290909,-0.386181,-0.124602,-0.383336,-1.207844,-0.351696,-0.40615,-0.335511,0.757779,0.53836,-0.338238,-1.317318,0.32374,1.718937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.358719,-0.435872,1.864994,-0.265353,1.8523,-1.158694,0.698654,-0.356339,-1.11314,-0.321792,1.245022,-0.585344,-0.513312,-0.694346,0.484109,-0.336856,1.020813,-1.278906,0.360958,1.026897,0.119099,0.971691,1.074444,-0.431633,-0.441067,-0.386184,-0.124602,-0.381641,0.088393,-0.351696,0.486415,1.186927,0.757779,0.564385,-0.085771,0.628593,-0.930675,-0.490327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.633589,-0.402324,-0.37841,0.176382,-1.031466,0.444811,-0.793916,-0.326185,0.989194,0.887954,1.044977,0.286742,0.863981,0.844219,-0.170308,-0.336856,-0.840106,1.336411,-0.954798,-0.599455,0.119099,1.485174,-0.342088,-0.407604,0.292697,-0.364142,-0.124602,0.163236,-1.188556,-0.351696,0.967679,-1.016514,0.757779,-0.424908,-0.338238,0.628593,0.796627,-0.310475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.153909,-0.405837,-0.650546,0.878009,-0.966706,1.450401,0.662197,-0.329783,-1.119007,-1.185838,0.789041,-0.600657,-0.447913,-0.656815,-0.171638,-0.336856,-2.340276,-1.264816,0.822195,0.534181,0.119099,0.16612,1.527704,-0.411322,-0.50894,3.873267,-0.124602,-0.373414,0.407695,0.799234,-1.366028,-0.440842,-1.318327,0.076081,-0.338238,0.628593,2.733008,-0.353114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.298268,-0.410623,-0.520182,-0.262529,0.232377,-0.017684,0.417823,-0.334262,-0.753408,-0.58796,0.67067,-0.586763,-0.411532,-0.405437,-0.168129,-0.336856,0.003956,-0.41947,0.548095,0.583167,0.119099,2.566152,1.307982,-0.415495,-0.474426,-0.385705,-0.124602,-0.382571,-1.152596,-0.351696,1.218733,0.123986,0.757779,0.527245,-0.338238,0.628593,-0.385061,-0.919186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.064532,1.587824,-0.518852,-1.894342,-0.538017,0.059001,-1.981498,1.586125,0.989194,-0.601689,1.877003,0.481492,1.282312,2.09886,-0.148132,-0.336856,1.746749,-0.155637,0.924183,-1.748137,0.119099,1.321501,0.513193,1.437296,-0.48391,-0.386184,-0.124602,0.107491,-1.568479,0.055804,-0.677885,-0.352781,0.757779,-1.963198,-0.338238,0.628593,-0.978505,-1.532339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.98428,-0.412907,-0.412346,1.830243,-0.426534,0.000405,0.322796,-0.336335,-1.119538,3.136538,0.725523,-0.346025,1.358843,-0.30774,-0.118887,2.965656,1.721939,-1.275288,-3.023508,0.305945,-8.387977,0.412941,-1.315806,-0.417346,4.408487,-0.381425,-0.124602,2.285532,-0.018774,-0.351696,-1.644246,-0.939309,0.757779,0.698217,-0.338238,0.628593,-0.935515,1.010823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.163537,-0.430859,0.100786,0.135782,-1.263461,0.123671,-1.595196,-0.35197,0.989194,1.68069,1.100953,0.943369,2.533539,1.685261,-0.166404,-0.336856,-0.716671,1.443014,-1.987718,-1.505712,0.119099,-0.664041,-1.241197,-0.430438,1.807439,-0.386181,-0.124602,3.821449,0.068012,-0.351696,0.046883,-1.201843,-1.318327,-0.846097,-0.338238,0.628593,0.965192,0.708245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.973747,-0.409331,0.314386,1.955717,-0.885513,0.002507,0.402101,-0.333072,-0.883598,1.276669,0.095955,-0.661872,-0.456116,-0.389272,-0.169649,-0.336856,-1.222972,1.116991,-1.479511,0.288137,0.119099,-0.606455,-0.654297,-0.414411,1.106193,1.269469,-0.124602,-0.387587,1.213053,-0.351696,0.329345,-0.147771,0.757779,0.479534,-0.338238,0.628593,1.453937,0.34008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.024804,-0.449859,-0.331582,1.046144,-1.356836,0.266741,-0.994149,-0.369906,-1.119535,3.136538,-1.226702,0.459459,2.73314,1.052714,-0.049424,2.965656,1.785903,-1.298164,-3.023508,-1.19056,-8.387977,-0.563609,-2.374007,-0.431633,4.415253,-0.38607,-0.124602,4.52037,1.208937,-0.351696,-1.116173,-1.109794,0.757779,0.565364,-0.338238,0.628593,-0.935808,0.977598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
