col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49
1.078581,-0.091162,1.400956,-0.426608,-0.236453,-0.516262,1.203662,-0.112236,0.339566,-0.153139,0.440814,1.14108,-0.53597,0.605078,-0.407972,0.24888,-0.193042,1.143708,0.313242,-0.371442,0.150333,0.701401,-0.262749,0.304245,-0.965777,0.598079,0.117861,-0.690576,0.264046,0.252883,-0.196385,0.63354,-0.91741,-0.043615,-0.16964,0.58622,-0.234089,-0.40421,1.31972,-0.054423,-0.550465,1.005879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,-1.493954,-1.455419,-0.436479,-0.236453,-0.554966,1.208622,0.326703,0.780208,-0.202238,1.425377,0.217795,1.925689,-0.991882,-0.937294,-0.690163,1.030486,1.453594,-0.603824,-1.415386,0.134095,0.75417,1.099097,0.304245,-0.001722,-1.512073,-0.269862,-0.638054,-0.557478,0.252881,-0.196385,-1.841623,0.968172,-0.82701,-0.16964,-0.041794,-0.234089,0.213304,1.307122,-0.058643,-0.505841,0.857188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,-0.329629,0.270938,-0.43457,-0.236453,-0.154295,0.242502,-0.262218,0.36574,-0.111034,1.469014,-0.130894,0.492335,-1.123813,-0.647196,0.013544,0.079827,-0.567656,0.345266,0.464441,0.144782,0.102082,-0.224849,0.304245,0.776861,-0.256292,0.610521,0.101187,0.412083,-0.274964,-0.196385,0.792321,0.968172,0.482872,-0.16964,-0.550323,-0.234089,0.454577,0.285032,-0.049368,-0.668434,-0.777176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.078581,0.903816,0.445354,3.558691,-0.236453,-0.596469,-1.462217,1.456467,0.366367,-0.228556,-1.362869,1.402914,-0.210108,1.447802,2.202934,0.319241,0.895692,-1.017915,1.513418,0.583951,0.40454,1.979293,-0.235884,-3.053681,-0.351985,1.7218,0.391197,0.725095,1.302115,0.258781,-0.196385,-0.60912,-1.21198,-1.416504,-0.16964,0.041886,-0.234089,1.694582,-0.541799,-0.063476,0.957492,0.169349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,-0.585506,-0.422625,-0.436453,-0.236453,0.380392,1.324571,0.752756,0.609545,-0.072727,0.791023,-0.67759,0.453978,-0.845289,-0.154092,0.332989,0.1669,1.449685,-0.470051,-1.244041,0.14452,0.052135,0.505033,0.304245,0.272924,-0.360706,-0.273596,-0.717753,-0.437643,0.252767,-0.196385,0.164682,0.968172,0.895816,-0.16964,-0.225919,-0.234089,0.790593,0.934024,-0.045206,-0.591658,0.565071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,2.095551,-0.238772,-0.436481,-0.236453,-0.405051,-0.005001,0.243789,-0.687546,-0.19455,-2.080893,0.154074,-0.53597,-0.097412,2.281892,2.598326,-0.173596,0.398023,-2.602301,0.142505,0.624495,2.598231,-0.197077,0.304245,2.710799,1.351419,0.532542,2.515707,-3.05017,0.252883,-0.196385,-0.447629,0.968172,0.129461,-0.16964,-2.177209,-0.234089,0.098609,-1.404937,-0.06005,3.812439,-1.626953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,-0.011201,-0.511403,-0.43648,-0.236453,-0.397837,-1.250028,-0.208149,0.246131,-0.182696,2.084524,-0.425356,1.773626,-1.221378,-0.408631,0.942752,1.243327,-0.927871,-1.150272,0.568662,0.097417,0.443177,-0.232587,0.304245,0.646213,-0.58254,0.272655,0.096205,-1.046997,0.286075,-0.196385,-1.212893,0.968172,-0.482826,-0.16964,-0.441692,-0.234089,-0.610511,-0.079776,0.243391,-0.136293,-1.478947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.078581,-0.459223,0.757386,2.332209,-0.236453,-0.532884,-0.366397,-0.54998,0.132456,-0.143624,-1.653265,1.235642,-0.53597,1.718367,-0.862165,-2.051916,-0.073975,-1.201219,0.64401,0.652534,0.070315,-1.178757,-0.303026,0.304245,-0.522975,-0.097165,-0.071333,0.221378,1.327389,-0.251312,-0.196385,1.29969,-1.21198,0.083614,-0.16964,0.335324,-0.234089,-0.021641,0.060883,-0.267913,-0.581097,0.233268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.078581,0.907102,-0.959949,-0.436481,-0.236453,0.859039,0.226407,-1.163119,0.89551,-0.07094,1.231665,-1.155468,0.269602,1.436413,-0.430156,1.081187,0.019598,0.264918,1.462313,1.897557,0.133899,0.74756,-0.232129,-2.824824,-1.605307,-0.87348,0.777536,-2.177585,1.760474,0.252883,-0.196385,-0.070957,-1.21198,0.913943,-0.16964,1.044257,-0.234089,-2.020965,1.516665,-0.044555,1.482135,-0.314437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,0.081613,0.61076,-0.428575,-0.236453,0.266328,-1.537871,0.674569,-0.930097,-0.06548,0.530832,-0.235135,-0.53597,-1.114015,0.361971,-1.257531,0.823695,-1.412753,-0.885656,0.237303,0.128281,-0.386068,-0.267095,0.304245,0.388113,0.615711,-0.307486,0.921754,-0.809949,0.252883,-0.196385,0.21707,0.968172,0.968807,-0.16964,-0.291799,-0.234089,0.685889,-1.664506,-0.0439,0.166461,-1.380051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,-0.478373,-1.878272,-0.184455,-0.236453,-0.512062,-1.106143,-0.0783,0.384267,-0.021089,0.679103,1.343901,1.7016,-1.198414,-0.61913,0.402702,0.815027,-1.410197,-0.671621,0.389564,0.092421,0.661642,-0.231875,0.304245,-0.587229,-1.564228,-0.337331,1.010618,-1.717171,0.252883,-0.196385,-0.089011,0.968172,1.388679,-0.16964,0.365862,-0.234089,-0.355503,-1.316597,-0.038571,-0.485944,-1.417751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,-0.50068,0.682373,-0.43648,-0.236453,-0.157309,-0.681815,-0.2636,-0.533763,-0.208588,0.39374,-1.136299,-0.53597,-0.519009,-0.736398,0.445128,1.105569,0.305789,-0.689725,0.148007,0.138414,0.078711,-0.258413,0.304245,-0.098514,-0.060921,0.764744,-0.32891,-0.634431,0.252882,-0.196385,-0.851967,0.968172,-0.95243,-0.16964,0.019123,-0.234089,-0.623653,-0.62009,-0.061079,-0.245529,-0.554169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,-0.170537,0.031592,-0.436412,-0.236453,0.236515,0.862812,-0.337469,0.667426,-0.163296,0.852319,-1.2636,0.566456,-0.929256,-0.595825,0.508173,0.299138,-0.056984,-0.158498,0.259435,0.561152,0.825235,-0.211162,0.304245,1.458741,-0.370288,0.785249,-0.662125,0.165229,0.252882,-0.196385,-0.205055,0.968172,-0.186137,-0.16964,-1.19599,-0.234089,-0.732119,1.404272,-0.055642,-0.53013,-0.958916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.078581,1.633807,0.763717,0.557275,-0.236453,5.186599,-1.497332,1.381943,0.749214,0.330372,-0.159492,-1.546279,0.443698,2.2324,3.155463,-0.492545,-0.42851,-1.365781,1.312099,1.091104,0.487246,2.598231,-0.224815,0.177364,-1.57517,2.543389,0.095374,-1.786228,1.158841,0.252885,-0.196385,1.876651,-1.21198,3.29133,-0.16964,0.809492,4.267615,1.611393,0.493549,0.003642,0.033853,-0.427599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.078581,0.664038,0.131925,3.55569,-0.236453,-0.547611,-1.540013,1.653097,0.355473,-0.233514,-0.240202,-0.03103,0.817456,1.561999,2.144861,-0.822758,1.012924,-0.929601,0.602881,0.332148,0.341186,1.769737,-0.217997,0.304245,-0.21859,1.49026,0.432629,-0.027227,0.52351,0.252884,-0.196385,-0.544616,-1.21198,-1.555406,-0.16964,-0.011307,-0.234089,1.953506,-0.291791,-0.064071,-0.431518,0.425779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.078581,0.760498,1.733576,0.865353,-0.236453,-0.441968,-0.97433,0.055478,-0.361487,-0.22213,-0.597886,-0.220302,-0.53597,0.47974,0.424735,-0.076178,0.779217,0.45258,0.888948,0.416001,0.483977,0.257257,-0.269135,-0.656911,0.285489,1.349831,0.563512,0.288264,0.779774,-0.411261,-0.196385,-0.836967,-1.21198,-1.252891,-0.16964,-0.414021,-0.234089,1.188955,-0.580115,-0.062704,-0.614145,0.886307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.078581,-0.624062,1.713817,3.183988,-0.236453,-0.588842,-1.112821,1.523928,-1.086607,-0.232539,-1.35949,1.310794,-0.53597,0.675271,0.466486,1.327779,1.515943,-0.931366,0.292684,0.004928,0.477303,0.376449,-0.288179,0.304245,-0.110886,1.365037,0.50987,1.037257,0.24563,0.252883,-0.196385,-0.725093,-0.812318,-1.527058,-0.16964,-0.15434,-0.234089,1.792465,-0.982173,-0.06395,-0.578703,0.77999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,0.182414,-1.859897,-0.43648,-0.236453,-0.581188,-0.61005,0.274492,0.560337,-0.200322,0.553272,0.677141,0.856362,-0.762545,0.103133,-1.231522,1.02733,0.23976,-1.349802,0.292646,0.210492,-0.464606,0.387306,0.304245,0.625383,-1.078889,0.769938,0.788762,-1.22574,0.252883,-0.196385,-0.879669,0.968172,-0.790603,-0.16964,-0.487933,-0.234089,0.141177,-0.400547,-0.268328,-0.585047,-0.702774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.078581,0.469152,0.098167,2.778663,-0.236453,-0.514024,-1.54028,1.638566,0.265325,-0.234476,-0.145174,-0.431594,-0.120988,1.562337,1.864922,-0.690101,1.10707,-1.07065,0.482905,0.227242,0.324621,0.556797,-0.225596,0.304245,-0.075791,1.285712,0.28511,-0.064711,0.416034,0.252883,-0.196385,-0.606813,-1.21198,-1.564129,-0.16964,-0.095566,-0.234089,1.937675,-0.440285,-0.064186,-0.440504,0.444464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.078581,2.181641,0.865779,2.400959,-0.236453,1.384359,0.787243,-2.668886,-4.701814,7.90329,-0.854529,-0.561008,-0.53597,2.653,-0.543358,-1.372765,-1.310045,-0.818908,1.122381,0.140329,-2.351357,1.087749,-0.257403,0.304245,0.987113,0.178952,-2.148992,-0.6827,0.988888,-2.232181,7.536836,-0.962546,-1.21198,0.091061,-0.16964,-0.412296,-0.234089,0.001023,1.20404,2.591609,3.812439,-2.348699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,-0.450082,-1.247959,-0.436464,-0.236453,-0.337816,1.028704,0.398332,0.689113,-0.205368,1.374009,-1.157388,1.673862,-0.666796,-0.30986,-1.20216,0.633707,1.242297,-0.36842,-1.001105,0.26946,0.57105,0.568312,0.304245,0.00162,-0.972275,-0.106543,-0.836224,-0.346599,0.252883,-0.196385,-1.064575,0.968172,-0.887773,-0.16964,-0.116448,-0.234089,0.311717,0.481344,0.246085,-0.534306,0.228767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.078581,-1.070567,0.106421,2.937767,-0.236453,-0.593917,0.779391,0.933111,0.045014,-0.220041,-0.025164,1.346992,-0.203096,4.7e-05,-0.384292,1.363942,0.691182,0.452131,0.084389,-1.336348,-2.220093,0.061743,-0.245671,0.304245,1.140162,-0.185286,0.047263,1.274235,0.059035,0.252883,-0.196385,-0.198644,-0.641809,-1.202839,-0.16964,0.48075,-0.234089,1.029127,-0.179162,2.39034,-0.593419,1.412736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,-1.394076,0.42654,-0.436481,-0.236453,-0.564337,1.005773,-0.376418,-0.543057,-0.167126,-1.654834,1.33757,-0.53597,-0.170977,-1.150615,-0.124889,0.429073,0.840222,-0.605696,-1.095348,0.496147,-0.13374,-0.265121,0.304245,1.055751,-0.490643,0.195784,1.476064,-0.559156,0.252883,-0.196385,-0.45027,0.968172,-0.241962,-0.16964,-0.910413,-0.234089,-0.789692,-0.630557,-0.056102,-0.555241,0.15051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.078581,0.660634,0.365117,-0.436481,-0.236453,-0.006964,-1.442238,0.46435,0.122422,-0.20763,-0.091448,-1.458584,-0.53597,-1.281556,0.742228,0.841764,0.595006,-0.147501,-0.807114,-0.135921,-1.549604,-0.122091,-0.248775,0.304245,-0.103623,0.713667,-0.136173,-0.800882,-0.73959,0.252843,-0.196385,0.198604,0.968172,-0.932926,-0.16964,0.946179,-0.234089,0.401977,0.055624,1.098956,0.40581,-1.08052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,-0.386565,0.167722,-0.436481,-0.236453,-0.350935,1.177683,-0.244263,-0.150116,-0.163917,-1.571476,-0.19301,-0.53597,0.089777,-0.666091,-1.17641,-0.0865,1.236446,-0.265709,-1.124606,0.553024,0.803832,-0.242192,0.304245,1.400707,-0.332391,-0.366509,0.927053,-0.254589,0.252885,-0.196385,0.233483,0.968172,-0.195119,-0.16964,-1.155713,-0.234089,-0.595418,-0.702248,-0.055716,-0.579787,-0.096305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,-1.267061,-0.991771,-0.350043,-0.236453,-0.321672,0.876653,0.762948,0.849956,-0.075445,1.400379,0.233602,1.219867,-0.416896,-0.611089,0.203512,0.665953,-0.1181,-0.399294,-0.335734,0.133325,-0.107337,1.569121,0.304245,0.117215,-1.011859,0.795764,-0.932492,-0.374257,0.252883,-0.196385,0.153207,0.968172,0.868109,-0.16964,-0.118873,-0.234089,0.803932,1.963865,-0.045096,-0.496051,0.06816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,0.973488,0.285586,-0.436481,-0.236453,-0.223517,1.019389,0.003864,0.393487,-0.151002,-0.143447,-0.371165,-0.53597,-0.791038,0.611045,-1.868578,-0.105776,1.453494,-1.709057,-1.335028,0.987058,0.499681,-0.190544,0.304245,2.710799,0.578493,-1.18563,0.587597,-1.661328,0.252883,-0.196385,-0.938277,0.968172,-0.014548,-0.16964,-2.194139,-0.234089,-0.238287,1.033146,-0.054169,1.719338,-0.572883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.078581,-0.166919,1.538143,3.73241,-0.236453,-0.51489,-1.481736,1.044531,-0.151929,-0.221913,-0.703183,0.225076,-0.53597,1.630437,0.459196,-0.244544,1.414996,-1.096692,0.322154,0.394086,0.45705,0.125553,-0.274056,0.304245,-0.114234,1.251838,0.349903,-0.207252,0.27203,0.252883,-0.196385,-0.786886,-0.960507,-1.247589,-0.16964,-0.141351,-0.234089,1.175186,0.335026,-0.062679,-0.555571,0.35285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,-0.902283,-0.847709,-0.391839,-0.236453,-0.390811,-0.333724,0.525927,0.770401,-0.104387,0.927616,0.269868,0.757196,0.283494,-0.524359,1.762253,0.65421,-1.395324,-1.276415,-0.288656,0.069155,0.000451,-0.187037,0.304245,0.68043,-0.866035,-0.338724,-0.595217,-1.265795,0.252883,-0.196385,0.33009,0.968172,0.558293,-0.16964,-0.448749,-0.234089,0.485572,1.88829,-0.04857,-0.012307,-0.920952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,-1.245951,-1.193329,-0.431915,-0.236453,-0.594904,0.338178,-0.183255,0.374174,-0.247751,0.937418,1.55836,1.027861,-1.287774,-1.036046,-0.53527,0.76192,-0.541541,-0.508582,-0.11534,0.076251,0.140332,-0.225337,0.304245,0.436662,-1.415135,0.596716,1.004727,-0.47216,0.252883,-0.196385,-0.474115,0.968172,-0.54377,-0.16964,-0.295542,-0.234089,-0.506715,-0.190215,-0.06578,-0.494412,-0.591363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.078581,0.295207,0.612557,3.081177,-0.236453,-0.46472,0.781599,1.5319,0.345066,-0.229757,0.268555,-0.548179,-0.148129,0.48762,1.507911,1.48592,0.098149,1.429681,0.477421,-1.280048,0.390074,0.202829,-0.202645,0.304245,-0.025574,1.368865,-0.488341,-0.525015,0.41112,0.252883,-0.196385,0.012941,-1.21198,-1.449809,-0.16964,-0.163194,-0.234089,1.80259,0.376172,-0.063625,-0.659449,1.857865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,-0.670821,-1.202744,-0.415663,-0.236453,-0.203006,-0.262766,0.706468,0.733247,-0.190187,1.248899,-1.280129,1.457646,-0.467459,-0.252722,0.204105,1.252098,-1.049731,-0.476798,-0.087236,0.066215,0.359947,-0.180292,0.304245,0.653315,-0.906873,0.113016,-0.784319,-0.443689,0.252591,-0.196385,-1.211628,0.968172,-0.608313,-0.16964,-0.429787,-0.234089,0.729177,0.880484,-0.05887,-0.487893,-0.775264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,-0.408658,0.142435,-0.436481,-0.236453,-0.566565,1.299586,-0.269016,0.176537,-0.161855,-0.670326,1.363083,-0.53597,-0.59747,-0.691114,0.251933,0.032469,0.839994,-0.378281,-0.726225,0.485274,0.307565,-0.230412,0.304245,1.433155,-0.364418,0.204269,1.270598,-0.355433,0.284331,-0.196385,0.072142,0.968172,-0.16545,-0.16964,-1.141241,-0.234089,-0.695694,0.110534,0.031953,-0.581072,-0.333266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.078581,0.553508,1.506919,3.422895,-0.236453,-0.384668,-1.410104,0.592897,0.067348,-0.212512,-0.869403,-0.366778,-0.53597,1.779637,0.74296,-2.190692,1.288028,-1.250831,1.236108,0.905319,0.455271,1.186455,-0.288711,0.304245,-0.032245,1.418794,0.186407,-0.268477,1.090767,0.252883,-0.196385,-1.421431,-1.21198,-1.034265,-0.16964,-0.193634,-0.234089,0.57611,0.004981,-0.06155,-0.450992,-0.131355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.926217,-1.233808,-1.21165,-0.436481,-0.236453,-0.545194,0.259956,0.055571,0.399247,-0.145454,-0.567803,0.837997,-0.173975,-0.975693,-0.940799,-1.400596,0.598832,1.436881,0.10653,-1.244002,0.105307,0.154773,-0.203662,0.304245,-0.458855,-1.363934,-0.21846,0.434675,0.07887,0.220968,-0.196385,-0.15183,0.082708,0.060874,-0.16964,0.273891,-0.234089,-0.099949,-0.584702,-0.0535,-0.405363,1.197548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.078581,0.886183,-0.19284,3.672843,-0.236453,-0.511453,-1.114382,-2.473531,0.807015,-0.184415,-2.022089,0.304835,-0.53597,2.285954,-1.071198,-0.197737,-0.526749,-1.323862,0.762458,2.30037,0.466746,-1.242904,-0.253946,0.304245,0.288754,-0.820765,0.111324,-0.355508,0.666417,-1.70012,-0.196385,0.548415,-1.21198,-0.510975,5.888937,-0.407018,-0.234089,-0.59817,1.045474,-0.058178,-0.311543,-0.718443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.078581,0.13518,1.083416,0.134318,-0.236453,0.276262,0.169244,0.366181,0.456489,-0.142351,0.108634,-0.797825,-0.53597,1.812986,0.127024,-0.107557,0.249353,-0.377752,0.665903,0.954481,0.086953,0.415644,-0.256672,0.304245,-0.968713,0.753215,0.697874,-1.474763,0.342463,0.255087,-0.196385,0.635543,-1.21198,0.100216,-0.16964,0.623031,-0.234089,0.263123,1.066604,-0.268328,-0.673818,0.463931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
