-0.350309,-0.614040,-0.244812,0.377063,-0.401859,-0.038075,0.435631,0.707521,-0.552765,-0.506228,0.033567,0.101550,-0.180531,0.576666,0.074789,-0.612781,-0.628406,1.152753,0.602177,3.479254,-1.507413,-0.531897,-0.159521,0.044394,0.348830,-0.097628,-0.899664,0.186938,-1.263934,-0.007291,1.090830,-0.489439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.213450,-0.442852,1.656190,0.001844,0.192257,0.324795,0.409896,0.754535,-0.354964,-0.070540,0.517014,-0.234936,-0.180531,-0.324315,-0.313634,-0.475660,-0.260427,-0.222607,0.516433,0.007995,0.074895,-0.547011,-0.208627,-0.087991,0.701350,0.203032,-0.951042,0.235563,1.237357,-0.564225,0.040708,-0.087810,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.034644,-0.026884,0.271868,0.291484,0.239601,0.009455,0.391930,0.732183,-0.195159,-0.199531,0.563875,0.030081,-0.180531,-0.095222,-0.235222,0.265178,0.150042,-0.162394,0.124887,-0.747980,-0.587839,-0.805739,-0.230289,1.177366,0.488555,0.072381,0.306804,0.370072,-0.886936,-0.080845,-0.359782,0.326473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-1.000616,-0.189929,1.480430,-0.542142,0.253488,0.110414,0.375910,0.818199,-0.064987,-0.371829,0.495704,0.536850,-0.180531,-0.316819,-0.127523,-0.377851,0.223875,-0.390525,0.269393,-0.062846,-1.275014,-0.530742,-0.172357,-0.042946,0.649753,0.156202,-0.129334,0.289225,-1.582281,0.593585,-0.272713,0.589870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.243446,-0.474503,0.857361,0.023699,0.250880,-0.765769,0.369403,0.897365,-0.337081,-0.200912,-0.093688,0.232517,-0.180531,-0.325280,-0.134804,-0.232717,-0.212586,-0.174243,-1.878313,0.061618,-0.353806,-0.583774,-0.424205,-0.058602,0.771047,-0.383350,1.213672,0.662062,0.777194,-0.594321,0.497172,-0.052608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.165127,-0.854556,1.137299,0.454774,0.331044,-1.387556,0.345068,0.732898,-0.454050,-0.093444,-0.817414,0.722672,-0.180531,-0.324066,-0.257763,-0.626695,-0.498034,-0.377087,-1.778726,-0.511518,0.281327,-0.570143,1.182428,-0.783316,0.487786,-0.180417,1.267142,0.001321,0.917271,-0.625359,-0.018128,-0.571252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.137849,-0.080848,0.833651,0.304758,0.244850,1.726954,0.016783,0.738984,0.511358,-0.334848,0.910478,0.637850,1.822214,-0.328939,-0.180171,-0.663519,0.700204,-0.392277,0.878060,-0.000188,0.084223,-0.485433,-0.081221,-0.745117,0.777607,-0.175992,-0.948464,0.150127,-0.950840,-0.052401,-0.001269,-0.619800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.666424,-0.359258,0.620154,0.598284,0.092183,0.331997,0.389504,0.726367,-0.345714,-0.300127,0.672597,0.569692,-0.180531,-0.323587,-0.102930,-0.783906,-0.661497,-0.240837,0.452783,-0.043188,-0.421515,-0.557386,-0.198200,0.143108,0.759130,0.239454,-1.180370,-0.141007,-1.199885,0.051700,0.291496,-0.926398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.602755,0.454828,-0.638913,-0.876273,0.056069,0.797361,0.382083,1.096233,-0.250544,1.509578,-1.336127,0.560242,-0.180531,0.671732,-0.111642,-0.517422,-0.125707,-0.431057,1.044960,0.040783,-0.072662,1.810385,-0.340791,-0.029391,-0.333762,0.558039,-0.067993,0.200627,-1.324328,2.189485,0.134770,-0.285265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.105226,-0.402761,-0.059189,-0.619592,0.162231,-0.784758,0.428203,-1.257160,-0.306497,0.091704,0.059712,0.839591,-0.180531,-0.324995,-0.124204,-0.260906,0.170525,-0.659181,-0.962109,0.096449,-0.020251,-0.582056,-0.220542,0.165625,-1.003637,-0.250898,0.544344,0.453298,0.775587,-0.658840,-0.035802,0.914874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
