col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49
-1.519715,0.213581,0.226621,-1.165258,0.708643,-0.762733,-0.506491,1.057177,0.941876,0.747643,-0.820619,1.328887,0.764969,-0.760891,0.224306,-0.100517,0.656012,-0.493113,0.640526,0.174319,0.093305,-0.079033,-0.871348,1.241123,-1.063288,-0.673138,0.738425,-0.325384,0.033403,-2.337322,-0.939446,-0.619365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.838921,-0.589497,-0.502882,0.168318,0.184329,-0.745202,0.050956,0.034096,-0.36727,0.338339,1.170273,1.078608,-0.093831,0.160562,0.426378,0.908673,-1.297318,-0.365093,0.100437,0.187307,-0.441039,0.589311,0.110882,-1.099922,1.365379,-0.173912,-0.129441,-0.085775,0.53757,1.061269,-0.530414,-0.560222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.383577,-0.363408,1.398661,1.6693,-0.49598,-0.75127,-0.627687,1.302021,-1.636136,0.430875,-0.68045,1.605606,-0.105282,-0.021982,1.153788,0.904525,-1.067331,-0.365464,1.448513,0.163451,-1.003721,1.113515,0.832737,-1.156668,0.497844,0.548323,0.470749,-0.447419,-0.08552,0.181847,0.613308,-0.598583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.191081,-0.439409,-0.005511,-0.710879,0.541573,-0.523548,2.006428,-3.734039,0.657291,0.415686,1.214278,-0.780149,0.374174,-0.5466,0.037912,-0.462143,-0.377524,-0.493113,-0.331847,0.204285,-0.639175,0.5798,0.098882,-0.135118,0.314828,-0.566649,0.933267,0.215391,-0.15005,-0.133077,-0.431744,-0.588318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.784325,-0.38458,-1.558526,-1.161317,-3.118653,0.719144,0.069415,-0.046568,-1.510667,-2.233599,-0.790149,-0.371751,-0.859493,-0.293025,0.33915,-0.137871,1.160505,0.595599,-1.639906,-0.029651,-0.711244,-0.822329,-1.435914,-0.383231,-1.178316,5.627686,0.944104,1.273828,-0.081995,3.579502,-2.64454,-0.604946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.110749,-0.101315,1.147353,1.438199,-0.408396,-0.761301,-1.168505,0.106907,-1.155983,0.432805,-1.001961,1.314966,0.221634,0.818916,0.395494,0.924073,-1.190126,-0.493113,1.297136,0.13705,0.448131,0.684177,1.098295,-1.145054,0.968907,0.038566,0.164609,-0.519384,0.560212,-0.178423,-0.489508,1.625283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.755415,-1.264839,-0.472645,-0.434244,0.415176,-0.655947,-1.616897,0.198527,0.401876,0.576896,-0.726779,-0.335224,-0.02377,2.747988,0.508738,-0.583311,-0.023945,-0.493113,-1.672625,0.112844,-0.01812,0.462526,0.45822,-0.197537,1.063462,-0.424957,-0.48143,0.463421,-0.489648,0.45809,0.12417,1.707195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.386182,-0.2561,2.304872,1.241306,-0.324714,-0.695956,0.413907,0.129906,-0.882666,0.095275,1.206309,-0.953869,-0.142036,-0.800058,-0.563383,1.118623,-0.498783,1.20148,1.092283,0.357869,0.326721,0.133967,0.888622,-0.940218,0.001281,-0.542965,-0.399943,-0.389877,-0.221725,-0.46435,0.140701,-0.62766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.188332,-1.155427,-2.924608,-1.285398,-3.048097,2.076913,2.394573,-0.160917,-0.846162,-2.153306,-0.785887,-1.444916,-0.290783,-0.16396,-0.244737,0.616941,0.886673,-0.493113,-1.479343,-4.534126,-0.523909,-0.735826,-2.71569,0.027044,-1.207901,4.483776,1.986941,0.305446,0.140731,3.503314,-1.546673,-0.789905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.183488,0.048557,0.156195,-1.028824,0.646025,0.081535,-0.451937,-0.407028,0.609258,0.435317,-0.795228,-0.159418,-0.563921,-0.610007,-0.254516,-1.05373,0.413691,-0.297993,-0.225288,0.146164,-0.076619,0.577184,-0.405605,0.434946,0.343385,-0.48229,0.325586,-1.90033,0.657598,-0.878426,-0.484636,-0.619179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.760609,-0.531217,0.45373,0.627863,-0.042251,-0.503628,2.725722,1.154862,0.064202,0.47988,1.116693,-0.462461,0.825515,-2.405051,-0.137469,-0.328489,1.20219,4.423397,1.395253,-4.117828,0.043007,1.201107,0.521535,1.189097,-0.9418,-0.269835,0.832335,0.664663,-0.643768,0.304943,-0.041515,1.616831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.485152,0.74693,0.081512,-1.315876,0.837381,1.191044,-0.612825,0.267628,0.704303,0.479777,-0.774883,-0.456505,-0.268398,-0.282099,0.008644,-1.218883,0.545936,-0.493113,-0.803012,0.292409,-0.995476,-1.322815,-1.518207,1.440538,-1.6543,-0.508382,-0.380413,-0.92586,-0.30795,-1.737748,-0.308093,-0.687441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.964991,-0.152861,-1.875882,-1.206105,0.753577,0.439832,0.711022,-0.007727,1.112075,0.452763,1.121693,-0.126303,-0.118591,-0.618216,0.208424,-1.159797,0.346514,-0.457055,-1.61797,0.107785,-0.890215,-0.067993,-0.802216,0.970933,-0.868442,-0.292564,0.822637,-0.422484,0.724958,0.22387,-0.007882,-0.669889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
