col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49
0.857674,1.186688,0.770351,2.037043,-0.882691,-0.279549,-0.25111,-1.111936,1.154156,1.543429,0.325599,0.38309,1.922701,-1.268604,-0.859659,2.250995,-0.381221,-0.913536,1.115456,0.821198,-0.005291,-1.636077,0.038859,1.434873,-0.782268,0.537032,1.965615,-0.688125,-1.744097,-0.21184,0.149479,1.106659,-2.648926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.996569,-0.841839,0.263322,-2.683619,-0.747395,-0.258181,-0.974353,0.363481,1.154156,1.216304,0.147238,0.166801,-0.684447,0.78748,1.804296,2.997785,-0.381221,1.130888,1.324893,-1.216515,0.529225,0.641497,-0.712452,1.392651,0.165506,0.959312,-0.521669,0.122211,-0.569292,-0.210766,0.013869,0.607429,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.24696,1.186688,-0.448097,0.365823,-1.914472,-0.279549,1.312166,-0.708313,1.154156,2.559775,-0.123751,0.464667,-0.146878,-1.268604,-0.897719,1.267275,2.620523,1.130906,1.940209,-1.216515,0.640662,0.560571,-0.166406,-0.329072,-0.661462,2.956122,2.148511,-0.966471,1.534047,-0.243002,-0.701111,1.11009,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.829743,1.186688,1.545542,0.539411,-1.869449,-0.279549,-0.101958,-0.153656,1.154156,0.096862,0.254047,0.104467,-0.432875,0.78748,-1.004385,-0.5744,2.620523,-0.913536,1.839196,0.821198,0.428713,0.56062,-0.097353,-0.525349,-0.447408,1.251189,-0.521661,-0.705623,1.353601,-0.241785,-0.695662,-1.451082,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.081918,-0.841839,-0.446583,0.041769,1.445027,-0.279548,1.131961,-0.079531,-0.950063,-0.685249,-2.471259,0.090686,-0.389046,0.78748,-0.572202,-0.487402,-0.381221,-0.913536,-0.075036,0.821198,-0.849411,0.384796,-2.059036,-0.17795,-0.484677,-0.628036,-0.523333,-0.104514,0.08058,-0.137535,-0.694533,0.017552,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.944711,-0.841839,0.1257,-3.246915,-1.91057,-0.279548,-0.055397,2.04824,1.154156,0.195918,0.038221,0.197818,-1.003992,0.78748,-0.564692,2.161361,-0.381221,-0.913536,-0.450439,-1.216515,-0.907264,0.593496,-0.239932,-0.432522,1.651585,1.271805,-0.524063,-0.934973,1.527504,-0.244182,1.153938,-0.820519,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.651863,1.186688,-0.929486,0.378481,-1.839404,-0.27955,-0.455362,-0.59381,1.154156,-0.087206,0.204601,-1.787788,-0.341075,0.78748,1.920549,-0.663882,-0.381221,1.130921,-0.784221,-1.216515,0.281786,0.560585,-0.31249,-0.605101,-0.500699,1.735059,-0.521698,-0.781121,1.258798,-0.281289,1.061617,0.924522,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.74761,-0.841839,2.695086,0.371438,1.522793,-0.279549,1.159862,0.213007,-0.560378,-0.775312,-0.215838,-0.59592,-0.216562,0.78748,-0.711239,-0.615582,-0.381221,-0.912956,1.095017,0.821198,-0.401835,0.560585,-0.345458,-0.819145,-0.620447,-0.628301,-0.521933,-0.187142,0.405918,-0.248234,-0.687917,-1.405815,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.285687,-0.841839,0.219754,-1.627107,-1.329495,-0.279541,0.051231,0.116641,-0.95023,-0.81884,0.035503,0.422899,-0.988737,0.78748,-0.553759,-0.852131,-0.381221,-0.913536,-0.6675,0.821198,-0.589216,0.365575,-0.370557,0.971019,1.548668,0.546266,1.965624,-0.667349,-1.487228,-0.227111,0.185542,0.044806,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.16891,-0.841839,-0.187339,0.152027,-0.985927,-0.279549,0.73621,-0.746802,1.154156,0.407462,-2.507518,-3.885339,-1.011174,0.78748,-0.429746,-0.314918,2.620523,-0.913535,1.207844,0.821198,-0.365549,-1.842689,-0.305542,-1.116996,1.698117,-0.629399,1.970917,-1.680152,-2.688183,-0.146092,0.229609,0.516622,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.637497,-0.841839,-0.446583,0.276284,0.36287,-0.279037,-0.888228,-0.287271,-0.949885,-0.355145,0.384587,0.322397,1.674556,-1.268604,1.931877,-0.540892,-0.381221,1.130921,-0.316013,-1.216515,-0.928648,-1.777589,-0.11106,-1.275711,-0.782267,-0.232239,-0.52167,0.08039,0.28411,-0.169949,-0.579788,0.510991,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.535328,-0.841839,0.263322,0.029285,1.45559,-0.279549,1.180211,-0.546778,-0.441801,-0.810268,0.037055,0.376923,-0.450775,0.78748,-0.462372,-0.467452,-0.381221,-0.913536,-0.043526,0.821198,0.652646,0.56061,-0.119364,1.415602,-0.387278,-0.628457,-0.521669,-0.1558,0.336689,-0.106736,-0.694846,0.784369,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.469219,1.186688,0.301268,0.069041,0.281105,-0.27909,-0.714234,0.018759,-0.944096,-0.441552,-0.162985,0.493789,-0.531266,0.78748,0.83723,-0.547736,-0.381221,1.020969,-0.65414,-1.216515,-0.771571,0.561245,-1.766495,-0.057749,-0.203058,-0.598012,-0.521669,0.10381,0.280158,-0.130596,-0.597308,0.101694,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.886636,-0.841839,-0.446555,-0.556933,1.285734,-0.278258,-0.839288,1.960314,1.142918,0.335999,-0.254719,-1.018343,-0.176588,-1.268604,0.371812,-0.106579,-0.381221,1.130921,-0.764657,-1.216515,-1.808231,0.560585,-0.451063,-0.056703,-0.646064,-0.628513,-0.521669,1.470489,0.255451,0.718607,-0.683399,-1.811156,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.477468,-0.841839,0.245133,0.165682,-0.04565,-0.27955,-0.110559,0.014175,-0.950157,-0.856267,0.679042,0.088114,-0.794613,-1.268604,-0.711861,-0.553504,-0.381221,-0.913536,-1.173692,0.821198,-0.512345,0.308484,-0.317971,-0.680317,1.000624,-0.629968,-0.521668,0.195693,0.267359,-0.180431,-0.43835,0.410192,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.612729,-0.841839,-0.444172,0.32388,-0.478229,-0.275019,-1.723861,-0.565767,-0.948821,-0.59287,1.453383,0.242574,0.598224,-1.268604,1.377274,-0.595008,-0.381221,1.130921,0.635176,-1.216515,1.075254,0.560992,0.413747,1.400636,-0.779802,0.781603,-0.521704,0.227954,0.243276,-0.211284,-0.227052,0.295667,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.366069,-0.841839,-0.4572,0.28861,-0.136985,1.173752,-0.358049,-0.329216,-0.950217,-0.410968,-0.159622,0.511217,-0.44916,-1.268604,1.410094,-0.578159,-0.381221,1.130862,-0.910954,0.821198,-0.088078,0.606811,-0.229205,0.379305,-0.37492,0.136437,-0.521669,0.213673,0.259954,-0.192567,-0.399653,0.715592,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.305638,1.186688,0.263322,0.280614,-0.300588,-0.279549,0.208691,0.279567,-0.950062,-1.130405,0.10351,-0.607346,-1.099584,-1.268604,-0.582314,-0.596085,-0.381221,-0.913536,-0.16277,0.821198,-1.695629,0.588538,-0.511411,-0.616191,2.503606,-0.629529,-0.521669,0.225333,0.244135,-0.189308,-0.619244,-0.7583,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.832384,-0.841839,0.246803,0.31141,-0.918127,-0.279433,0.695986,-0.919896,1.154156,0.678063,0.017491,-1.133589,-0.854424,0.78748,-0.445372,-0.66654,-0.381221,1.114515,1.028446,0.821198,0.719779,-1.928309,-0.497961,1.163483,0.827137,0.932659,1.96777,-0.413935,-2.024623,-0.203826,0.128441,0.791281,0.380024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
